time_s,i_pd_a,a_ref_m_s2
2.030000000e-01,3.016228182e-03,3.778076846e+00
2.032000000e-01,3.016328713e-03,3.265672640e+00
2.034000000e-01,3.016435938e-03,2.679149060e+00
2.036000000e-01,3.016566037e-03,2.031818146e+00
2.038000000e-01,3.016699917e-03,1.338372049e+00
2.040000000e-01,3.016839532e-03,6.145495775e-01
2.042000000e-01,3.016986662e-03,-1.232210252e-01
2.044000000e-01,3.017124789e-03,-8.581949406e-01
2.046000000e-01,3.017263489e-03,-1.573690826e+00
2.048000000e-01,3.017396935e-03,-2.253469420e+00
2.050000000e-01,3.017514466e-03,-2.882102122e+00
2.052000000e-01,3.017627720e-03,-3.445321163e+00
2.054000000e-01,3.017715263e-03,-3.930343436e+00
2.056000000e-01,3.017795539e-03,-4.326160628e+00
2.058000000e-01,3.017848710e-03,-4.623789069e+00
2.060000000e-01,3.017889064e-03,-4.816473634e+00
2.062000000e-01,3.017904810e-03,-4.899841053e+00
2.064000000e-01,3.017900765e-03,-4.871999179e+00
2.066000000e-01,3.017870235e-03,-4.733579924e+00
2.068000000e-01,3.017824364e-03,-4.487724923e+00
2.070000000e-01,3.017760484e-03,-4.140014225e+00
2.072000000e-01,3.017670244e-03,-3.698339651e+00
2.074000000e-01,3.017570209e-03,-3.172725673e+00
2.076000000e-01,3.017453639e-03,-2.575101892e+00
2.078000000e-01,3.017329801e-03,-1.919032285e+00
2.080000000e-01,3.017188839e-03,-1.219407341e+00
2.082000000e-01,3.017054927e-03,-4.921061055e-01
2.084000000e-01,3.016912027e-03,2.463642214e-01
2.086000000e-01,3.016766819e-03,9.792429402e-01
2.088000000e-01,3.016631900e-03,1.689896261e+00
2.090000000e-01,3.016502731e-03,2.362194834e+00
2.092000000e-01,3.016380427e-03,2.980879827e+00
2.094000000e-01,3.016277308e-03,3.531909249e+00
2.096000000e-01,3.016188494e-03,4.002776657e+00
2.098000000e-01,3.016110667e-03,4.382795001e+00
2.100000000e-01,3.016058906e-03,4.663339193e+00
2.102000000e-01,3.016023340e-03,4.838041857e+00
2.104000000e-01,3.016014491e-03,4.902937854e+00
2.106000000e-01,3.016021418e-03,4.856554270e+00
2.108000000e-01,3.016051437e-03,4.699943851e+00
2.110000000e-01,3.016104824e-03,4.436661107e+00
2.112000000e-01,3.016172098e-03,4.072681637e+00
2.114000000e-01,3.016258665e-03,3.616266506e+00
2.116000000e-01,3.016361458e-03,3.077774744e+00
2.118000000e-01,3.016480229e-03,2.469428235e+00
2.120000000e-01,3.016612110e-03,1.805034322e+00
2.122000000e-01,3.016744921e-03,1.099672429e+00
2.124000000e-01,3.016888146e-03,3.693518087e-01
2.126000000e-01,3.017028381e-03,-3.693518087e-01
2.128000000e-01,3.017168599e-03,-1.099672429e+00
2.130000000e-01,3.017308369e-03,-1.805034322e+00
2.132000000e-01,3.017432610e-03,-2.469428235e+00
2.134000000e-01,3.017550373e-03,-3.077774744e+00
2.136000000e-01,3.017653026e-03,-3.616266506e+00
2.138000000e-01,3.017744847e-03,-4.072681637e+00
2.140000000e-01,3.017817095e-03,-4.436661107e+00
2.142000000e-01,3.017863959e-03,-4.699943851e+00
2.144000000e-01,3.017892365e-03,-4.856554270e+00
2.146000000e-01,3.017904562e-03,-4.902937854e+00
2.148000000e-01,3.017889018e-03,-4.838041857e+00
2.150000000e-01,3.017858736e-03,-4.663339193e+00
2.152000000e-01,3.017804310e-03,-4.382795001e+00
2.154000000e-01,3.017730280e-03,-4.002776657e+00
2.156000000e-01,3.017635189e-03,-3.531909249e+00
2.158000000e-01,3.017535914e-03,-2.980879827e+00
2.160000000e-01,3.017414865e-03,-2.362194834e+00
2.162000000e-01,3.017282101e-03,-1.689896261e+00
2.164000000e-01,3.017144393e-03,-9.792429402e-01
2.166000000e-01,3.017005336e-03,-2.463642214e-01
2.168000000e-01,3.016862204e-03,4.921061055e-01
2.170000000e-01,3.016722187e-03,1.219407341e+00
2.172000000e-01,3.016590600e-03,1.919032285e+00
2.174000000e-01,3.016460826e-03,2.575101892e+00
2.176000000e-01,3.016342769e-03,3.172725673e+00
2.178000000e-01,3.016243896e-03,3.698339651e+00
2.180000000e-01,3.016156058e-03,4.140014225e+00
2.182000000e-01,3.016093295e-03,4.487724923e+00
2.184000000e-01,3.016043455e-03,4.733579924e+00
2.186000000e-01,3.016014042e-03,4.871999179e+00
2.188000000e-01,3.016013763e-03,4.899841053e+00
2.190000000e-01,3.016027834e-03,4.816473634e+00
2.192000000e-01,3.016062161e-03,4.623789069e+00
2.194000000e-01,3.016123065e-03,4.326160628e+00
2.196000000e-01,3.016196521e-03,3.930343436e+00
2.198000000e-01,3.016296556e-03,3.445321163e+00
2.200000000e-01,3.016402293e-03,2.882102122e+00
2.202000000e-01,3.016524814e-03,2.253469420e+00
2.204000000e-01,3.016653767e-03,1.573690826e+00
2.206000000e-01,3.016790824e-03,8.581949407e-01
2.208000000e-01,3.016932158e-03,1.232210252e-01
2.210000000e-01,3.017076763e-03,-6.145495775e-01
2.212000000e-01,3.017214796e-03,-1.338372049e+00
2.214000000e-01,3.017349002e-03,-2.031818146e+00
2.216000000e-01,3.017477629e-03,-2.679149060e+00
2.218000000e-01,3.017590867e-03,-3.265672640e+00
2.220000000e-01,3.017690654e-03,-3.778076846e+00
2.222000000e-01,3.017767768e-03,-4.204731891e+00
2.224000000e-01,3.017833879e-03,-4.535954195e+00
2.226000000e-01,3.017873102e-03,-4.764226167e+00
2.228000000e-01,3.017899866e-03,-4.884366829e+00
2.230000000e-01,3.017900641e-03,-4.893649408e+00
2.232000000e-01,3.017884059e-03,-4.791863222e+00
2.234000000e-01,3.017848508e-03,-4.581318462e+00
2.236000000e-01,3.017782599e-03,-4.266793759e+00
2.238000000e-01,3.017697426e-03,-3.855427727e+00
2.240000000e-01,3.017606736e-03,-3.356556938e+00
2.242000000e-01,3.017498070e-03,-2.781504020e+00
2.244000000e-01,3.017373813e-03,-2.143320667e+00
2.246000000e-01,3.017239251e-03,-1.456491413e+00
2.248000000e-01,3.017102473e-03,-7.366048868e-01
2.250000000e-01,3.016961340e-03,-6.726636244e-14
2.252000000e-01,3.016815387e-03,7.366048868e-01
2.254000000e-01,3.016675788e-03,1.456491413e+00
2.256000000e-01,3.016544945e-03,2.143320667e+00
2.258000000e-01,3.016422967e-03,2.781504020e+00
2.260000000e-01,3.016307249e-03,3.356556938e+00
2.262000000e-01,3.016213367e-03,3.855427727e+00
2.264000000e-01,3.016132812e-03,4.266793759e+00
2.266000000e-01,3.016071629e-03,4.581318462e+00
2.268000000e-01,3.016031492e-03,4.791863222e+00
2.270000000e-01,3.016015468e-03,4.893649408e+00
2.272000000e-01,3.016012616e-03,4.884366829e+00
2.274000000e-01,3.016040976e-03,4.764226167e+00
2.276000000e-01,3.016085515e-03,4.535954195e+00
2.278000000e-01,3.016147442e-03,4.204731891e+00
2.280000000e-01,3.016230352e-03,3.778076846e+00
2.282000000e-01,3.016327271e-03,3.265672640e+00
2.284000000e-01,3.016437937e-03,2.679149060e+00
2.286000000e-01,3.016567308e-03,2.031818146e+00
2.288000000e-01,3.016697701e-03,1.338372049e+00
2.290000000e-01,3.016840570e-03,6.145495775e-01
2.292000000e-01,3.016979673e-03,-1.232210252e-01
2.294000000e-01,3.017126137e-03,-8.581949406e-01
2.296000000e-01,3.017262016e-03,-1.573690826e+00
2.298000000e-01,3.017396579e-03,-2.253469420e+00
2.300000000e-01,3.017517596e-03,-2.882102122e+00
2.302000000e-01,3.017621490e-03,-3.445321163e+00
2.304000000e-01,3.017718626e-03,-3.930343436e+00
2.306000000e-01,3.017792827e-03,-4.326160628e+00
2.308000000e-01,3.017851267e-03,-4.623789069e+00
2.310000000e-01,3.017886120e-03,-4.816473634e+00
2.312000000e-01,3.017902655e-03,-4.899841053e+00
2.314000000e-01,3.017898921e-03,-4.871999179e+00
2.316000000e-01,3.017872079e-03,-4.733579924e+00
2.318000000e-01,3.017821373e-03,-4.487724923e+00
2.320000000e-01,3.017757447e-03,-4.140014225e+00
2.322000000e-01,3.017669670e-03,-3.698339651e+00
2.324000000e-01,3.017570876e-03,-3.172725673e+00
2.326000000e-01,3.017455189e-03,-2.575101892e+00
2.328000000e-01,3.017329088e-03,-1.919032285e+00
2.330000000e-01,3.017196587e-03,-1.219407341e+00
2.332000000e-01,3.017053238e-03,-4.921061055e-01
2.334000000e-01,3.016912740e-03,2.463642214e-01
2.336000000e-01,3.016770244e-03,9.792429402e-01
2.338000000e-01,3.016636549e-03,1.689896261e+00
2.340000000e-01,3.016504203e-03,2.362194834e+00
2.342000000e-01,3.016381899e-03,2.980879827e+00
2.344000000e-01,3.016278595e-03,3.531909249e+00
2.346000000e-01,3.016188866e-03,4.002776657e+00
2.348000000e-01,3.016114634e-03,4.382795001e+00
2.350000000e-01,3.016060378e-03,4.663339193e+00
2.352000000e-01,3.016027958e-03,4.838041857e+00
2.354000000e-01,3.016011717e-03,4.902937854e+00
2.356000000e-01,3.016019915e-03,4.856554270e+00
2.358000000e-01,3.016051406e-03,4.699943851e+00
2.360000000e-01,3.016100997e-03,4.436661107e+00
2.362000000e-01,3.016176453e-03,4.072681637e+00
2.364000000e-01,3.016259564e-03,3.616266506e+00
2.366000000e-01,3.016365456e-03,3.077774744e+00
2.368000000e-01,3.016478834e-03,2.469428235e+00
2.370000000e-01,3.016610343e-03,1.805034322e+00
2.372000000e-01,3.016748501e-03,1.099672429e+00
2.374000000e-01,3.016884179e-03,3.693518087e-01
2.376000000e-01,3.017030380e-03,-3.693518087e-01
2.378000000e-01,3.017173295e-03,-1.099672429e+00
2.380000000e-01,3.017307036e-03,-1.805034322e+00
2.382000000e-01,3.017438375e-03,-2.469428235e+00
2.384000000e-01,3.017549257e-03,-3.077774744e+00
2.386000000e-01,3.017655909e-03,-3.616266506e+00
2.388000000e-01,3.017747203e-03,-4.072681637e+00
2.390000000e-01,3.017816491e-03,-4.436661107e+00
2.392000000e-01,3.017863432e-03,-4.699943851e+00
2.394000000e-01,3.017898890e-03,-4.856554270e+00
2.396000000e-01,3.017906995e-03,-4.902937854e+00
2.398000000e-01,3.017890413e-03,-4.838041857e+00
2.400000000e-01,3.017860891e-03,-4.663339193e+00
2.402000000e-01,3.017802172e-03,-4.382795001e+00
2.404000000e-01,3.017729288e-03,-4.002776657e+00
2.406000000e-01,3.017642194e-03,-3.531909249e+00
2.408000000e-01,3.017532164e-03,-2.980879827e+00
2.410000000e-01,3.017411952e-03,-2.362194834e+00
2.412000000e-01,3.017280396e-03,-1.689896261e+00
2.414000000e-01,3.017147694e-03,-9.792429402e-01
2.416000000e-01,3.017001834e-03,-2.463642214e-01
2.418000000e-01,3.016866295e-03,4.921061055e-01
2.420000000e-01,3.016724418e-03,1.219407341e+00
2.422000000e-01,3.016587485e-03,1.919032285e+00
2.424000000e-01,3.016460330e-03,2.575101892e+00
2.426000000e-01,3.016350579e-03,3.172725673e+00
2.428000000e-01,3.016247430e-03,3.698339651e+00
2.430000000e-01,3.016157360e-03,4.140014225e+00
2.432000000e-01,3.016095061e-03,4.487724923e+00
2.434000000e-01,3.016042929e-03,4.733579924e+00
2.436000000e-01,3.016013809e-03,4.871999179e+00
2.438000000e-01,3.016013391e-03,4.899841053e+00
2.440000000e-01,3.016034343e-03,4.816473634e+00
2.442000000e-01,3.016064160e-03,4.623789069e+00
2.444000000e-01,3.016126412e-03,4.326160628e+00
2.446000000e-01,3.016198056e-03,3.930343436e+00
2.448000000e-01,3.016292806e-03,3.445321163e+00
2.450000000e-01,3.016402092e-03,2.882102122e+00
2.452000000e-01,3.016523931e-03,2.253469420e+00
2.454000000e-01,3.016655952e-03,1.573690826e+00
2.456000000e-01,3.016795101e-03,8.581949407e-01
2.458000000e-01,3.016931616e-03,1.232210252e-01
2.460000000e-01,3.017077941e-03,-6.145495775e-01
2.462000000e-01,3.017218113e-03,-1.338372049e+00
2.464000000e-01,3.017350381e-03,-2.031818146e+00
2.466000000e-01,3.017475413e-03,-2.679149060e+00
2.468000000e-01,3.017591921e-03,-3.265672640e+00
2.470000000e-01,3.017684966e-03,-3.778076846e+00
2.472000000e-01,3.017771937e-03,-4.204731891e+00
2.474000000e-01,3.017834793e-03,-4.535954195e+00
2.476000000e-01,3.017876853e-03,-4.764226167e+00
2.478000000e-01,3.017901943e-03,-4.884366829e+00
2.480000000e-01,3.017902377e-03,-4.893649408e+00
2.482000000e-01,3.017881936e-03,-4.791863222e+00
2.484000000e-01,3.017840791e-03,-4.581318462e+00
2.486000000e-01,3.017781188e-03,-4.266793759e+00
2.488000000e-01,3.017701641e-03,-3.855427727e+00
2.490000000e-01,3.017605868e-03,-3.356556938e+00
2.492000000e-01,3.017491344e-03,-2.781504020e+00
2.494000000e-01,3.017369753e-03,-2.143320667e+00
2.496000000e-01,3.017237872e-03,-1.456491413e+00
2.498000000e-01,3.017101031e-03,-7.366048868e-01
2.500000000e-01,3.016960890e-03,-1.057094868e-13
2.502000000e-01,3.016820454e-03,7.366048868e-01
2.504000000e-01,3.016676067e-03,1.456491413e+00
2.506000000e-01,3.016543767e-03,2.143320667e+00
2.508000000e-01,3.016424113e-03,2.781504020e+00
2.510000000e-01,3.016304831e-03,3.356556938e+00
2.512000000e-01,3.016215505e-03,3.855427727e+00
2.514000000e-01,3.016135369e-03,4.266793759e+00
2.516000000e-01,3.016073272e-03,4.581318462e+00
2.518000000e-01,3.016033336e-03,4.791863222e+00
2.520000000e-01,3.016011841e-03,4.893649408e+00
2.522000000e-01,3.016016723e-03,4.884366829e+00
2.524000000e-01,3.016040155e-03,4.764226167e+00
2.526000000e-01,3.016078247e-03,4.535954195e+00
2.528000000e-01,3.016147550e-03,4.204731891e+00
2.530000000e-01,3.016227950e-03,3.778076846e+00
2.532000000e-01,3.016326899e-03,3.265672640e+00
2.534000000e-01,3.016440571e-03,2.679149060e+00
2.536000000e-01,3.016566719e-03,2.031818146e+00
2.538000000e-01,3.016702583e-03,1.338372049e+00
2.540000000e-01,3.016841391e-03,6.145495775e-01
2.542000000e-01,3.016978077e-03,-1.232210252e-01
2.544000000e-01,3.017122960e-03,-8.581949406e-01
2.546000000e-01,3.017261753e-03,-1.573690826e+00
2.548000000e-01,3.017391976e-03,-2.253469420e+00
2.550000000e-01,3.017514729e-03,-2.882102122e+00
2.552000000e-01,3.017618359e-03,-3.445321163e+00
2.554000000e-01,3.017717324e-03,-3.930343436e+00
2.556000000e-01,3.017788534e-03,-4.326160628e+00
2.558000000e-01,3.017851251e-03,-4.623789069e+00
2.560000000e-01,3.017886089e-03,-4.816473634e+00
2.562000000e-01,3.017907739e-03,-4.899841053e+00
2.564000000e-01,3.017901819e-03,-4.871999179e+00
2.566000000e-01,3.017871987e-03,-4.733579924e+00
2.568000000e-01,3.017823403e-03,-4.487724923e+00
2.570000000e-01,3.017757803e-03,-4.140014225e+00
2.572000000e-01,3.017670786e-03,-3.698339651e+00
2.574000000e-01,3.017575742e-03,-3.172725673e+00
2.576000000e-01,3.017452384e-03,-2.575101892e+00
2.578000000e-01,3.017330824e-03,-1.919032285e+00
2.580000000e-01,3.017193751e-03,-1.219407341e+00
2.582000000e-01,3.017051921e-03,-4.921061055e-01
2.584000000e-01,3.016909238e-03,2.463642214e-01
2.586000000e-01,3.016768570e-03,9.792429402e-01
2.588000000e-01,3.016627933e-03,1.689896261e+00
2.590000000e-01,3.016498655e-03,2.362194834e+00
2.592000000e-01,3.016383681e-03,2.980879827e+00
2.594000000e-01,3.016276177e-03,3.531909249e+00
2.596000000e-01,3.016184496e-03,4.002776657e+00
2.598000000e-01,3.016110543e-03,4.382795001e+00
2.600000000e-01,3.016055481e-03,4.663339193e+00
2.602000000e-01,3.016022178e-03,4.838041857e+00
2.604000000e-01,3.016010462e-03,4.902937854e+00
2.606000000e-01,3.016017885e-03,4.856554270e+00
2.608000000e-01,3.016050507e-03,4.699943851e+00
2.610000000e-01,3.016103926e-03,4.436661107e+00
2.612000000e-01,3.016169277e-03,4.072681637e+00
2.614000000e-01,3.016260277e-03,3.616266506e+00
2.616000000e-01,3.016366448e-03,3.077774744e+00
2.618000000e-01,3.016481050e-03,2.469428235e+00
2.620000000e-01,3.016605880e-03,1.805034322e+00
2.622000000e-01,3.016743232e-03,1.099672429e+00
2.624000000e-01,3.016886736e-03,3.693518087e-01
2.626000000e-01,3.017029372e-03,-3.693518087e-01
2.628000000e-01,3.017165407e-03,-1.099672429e+00
2.630000000e-01,3.017307888e-03,-1.805034322e+00
2.632000000e-01,3.017431711e-03,-2.469428235e+00
2.634000000e-01,3.017553596e-03,-3.077774744e+00
2.636000000e-01,3.017655754e-03,-3.616266506e+00
2.638000000e-01,3.017737812e-03,-4.072681637e+00
2.640000000e-01,3.017818630e-03,-4.436661107e+00
2.642000000e-01,3.017862812e-03,-4.699943851e+00
2.644000000e-01,3.017891528e-03,-4.856554270e+00
2.646000000e-01,3.017907320e-03,-4.902937854e+00
2.648000000e-01,3.017893729e-03,-4.838041857e+00
2.650000000e-01,3.017856551e-03,-4.663339193e+00
2.652000000e-01,3.017804000e-03,-4.382795001e+00
2.654000000e-01,3.017729350e-03,-4.002776657e+00
2.656000000e-01,3.017643170e-03,-3.531909249e+00
2.658000000e-01,3.017533047e-03,-2.980879827e+00
2.660000000e-01,3.017416834e-03,-2.362194834e+00
2.662000000e-01,3.017285944e-03,-1.689896261e+00
2.664000000e-01,3.017145973e-03,-9.792429402e-01
2.666000000e-01,3.017003786e-03,-2.463642214e-01
2.668000000e-01,3.016866714e-03,4.921061055e-01
2.670000000e-01,3.016722063e-03,1.219407341e+00
2.672000000e-01,3.016584587e-03,1.919032285e+00
2.674000000e-01,3.016461415e-03,2.575101892e+00
2.676000000e-01,3.016345945e-03,3.172725673e+00
2.678000000e-01,3.016241696e-03,3.698339651e+00
2.680000000e-01,3.016159514e-03,4.140014225e+00
2.682000000e-01,3.016097200e-03,4.487724923e+00
2.684000000e-01,3.016042262e-03,4.733579924e+00
2.686000000e-01,3.016023526e-03,4.871999179e+00
2.688000000e-01,3.016010756e-03,4.899841053e+00
2.690000000e-01,3.016029957e-03,4.816473634e+00
2.692000000e-01,3.016067988e-03,4.623789069e+00
2.694000000e-01,3.016123018e-03,4.326160628e+00
2.696000000e-01,3.016198769e-03,3.930343436e+00
2.698000000e-01,3.016290682e-03,3.445321163e+00
2.700000000e-01,3.016401456e-03,2.882102122e+00
2.702000000e-01,3.016527945e-03,2.253469420e+00
2.704000000e-01,3.016650466e-03,1.573690826e+00
2.706000000e-01,3.016791273e-03,8.581949407e-01
2.708000000e-01,3.016929446e-03,1.232210252e-01
2.710000000e-01,3.017078065e-03,-6.145495775e-01
2.712000000e-01,3.017217075e-03,-1.338372049e+00
2.714000000e-01,3.017348041e-03,-2.031818146e+00
2.716000000e-01,3.017478528e-03,-2.679149060e+00
2.718000000e-01,3.017587721e-03,-3.265672640e+00
2.720000000e-01,3.017685276e-03,-3.778076846e+00
2.722000000e-01,3.017770247e-03,-4.204731891e+00
2.724000000e-01,3.017832283e-03,-4.535954195e+00
2.726000000e-01,3.017877906e-03,-4.764226167e+00
2.728000000e-01,3.017902377e-03,-4.884366829e+00
2.730000000e-01,3.017901943e-03,-4.893649408e+00
2.732000000e-01,3.017882168e-03,-4.791863222e+00
2.734000000e-01,3.017845471e-03,-4.581318462e+00
2.736000000e-01,3.017779499e-03,-4.266793759e+00
2.738000000e-01,3.017699859e-03,-3.855427727e+00
2.740000000e-01,3.017603203e-03,-3.356556938e+00
2.742000000e-01,3.017493514e-03,-2.781504020e+00
2.744000000e-01,3.017372248e-03,-2.143320667e+00
2.746000000e-01,3.017240041e-03,-1.456491413e+00
2.748000000e-01,3.017098459e-03,-7.366048868e-01
2.750000000e-01,3.016960286e-03,-4.791732760e-15
2.752000000e-01,3.016819292e-03,7.366048868e-01
2.754000000e-01,3.016676578e-03,1.456491413e+00
2.756000000e-01,3.016547735e-03,2.143320667e+00
2.758000000e-01,3.016424020e-03,2.781504020e+00
2.760000000e-01,3.016311712e-03,3.356556938e+00
2.762000000e-01,3.016215382e-03,3.855427727e+00
2.764000000e-01,3.016134548e-03,4.266793759e+00
2.766000000e-01,3.016073551e-03,4.581318462e+00
2.768000000e-01,3.016032375e-03,4.791863222e+00
2.770000000e-01,3.016015576e-03,4.893649408e+00
2.772000000e-01,3.016020473e-03,4.884366829e+00
2.774000000e-01,3.016042526e-03,4.764226167e+00
2.776000000e-01,3.016080153e-03,4.535954195e+00
2.778000000e-01,3.016145629e-03,4.204731891e+00
2.780000000e-01,3.016228911e-03,3.778076846e+00
2.782000000e-01,3.016328124e-03,3.265672640e+00
2.784000000e-01,3.016439037e-03,2.679149060e+00
2.786000000e-01,3.016563991e-03,2.031818146e+00
2.788000000e-01,3.016697779e-03,1.338372049e+00
2.790000000e-01,3.016839609e-03,6.145495775e-01
2.792000000e-01,3.016978061e-03,-1.232210252e-01
2.794000000e-01,3.017118667e-03,-8.581949406e-01
2.796000000e-01,3.017266278e-03,-1.573690826e+00
2.798000000e-01,3.017392379e-03,-2.253469420e+00
2.800000000e-01,3.017513381e-03,-2.882102122e+00
2.802000000e-01,3.017621319e-03,-3.445321163e+00
2.804000000e-01,3.017717448e-03,-3.930343436e+00
2.806000000e-01,3.017796701e-03,-4.326160628e+00
2.808000000e-01,3.017852661e-03,-4.623789069e+00
2.810000000e-01,3.017888352e-03,-4.816473634e+00
2.812000000e-01,3.017905522e-03,-4.899841053e+00
2.814000000e-01,3.017899603e-03,-4.871999179e+00
2.816000000e-01,3.017871909e-03,-4.733579924e+00
2.818000000e-01,3.017825355e-03,-4.487724923e+00
2.820000000e-01,3.017760763e-03,-4.140014225e+00
2.822000000e-01,3.017671530e-03,-3.698339651e+00
2.824000000e-01,3.017571062e-03,-3.172725673e+00
2.826000000e-01,3.017455747e-03,-2.575101892e+00
2.828000000e-01,3.017330607e-03,-1.919032285e+00
2.830000000e-01,3.017196494e-03,-1.219407341e+00
2.832000000e-01,3.017052835e-03,-4.921061055e-01
2.834000000e-01,3.016908525e-03,2.463642214e-01
2.836000000e-01,3.016767857e-03,9.792429402e-01
2.838000000e-01,3.016633047e-03,1.689896261e+00
2.840000000e-01,3.016499585e-03,2.362194834e+00
2.842000000e-01,3.016384549e-03,2.980879827e+00
2.844000000e-01,3.016275836e-03,3.531909249e+00
2.846000000e-01,3.016187177e-03,4.002776657e+00
2.848000000e-01,3.016110481e-03,4.382795001e+00
2.850000000e-01,3.016057093e-03,4.663339193e+00
2.852000000e-01,3.016025339e-03,4.838041857e+00
2.854000000e-01,3.016013484e-03,4.902937854e+00
2.856000000e-01,3.016017963e-03,4.856554270e+00
2.858000000e-01,3.016052397e-03,4.699943851e+00
2.860000000e-01,3.016101400e-03,4.436661107e+00
2.862000000e-01,3.016169401e-03,4.072681637e+00
2.864000000e-01,3.016264353e-03,3.616266506e+00
2.866000000e-01,3.016363659e-03,3.077774744e+00
2.868000000e-01,3.016486753e-03,2.469428235e+00
2.870000000e-01,3.016611273e-03,1.805034322e+00
2.872000000e-01,3.016749245e-03,1.099672429e+00
2.874000000e-01,3.016888177e-03,3.693518087e-01
2.876000000e-01,3.017033185e-03,-3.693518087e-01
2.878000000e-01,3.017170180e-03,-1.099672429e+00
2.880000000e-01,3.017303812e-03,-1.805034322e+00
2.882000000e-01,3.017434392e-03,-2.469428235e+00
2.884000000e-01,3.017554557e-03,-3.077774744e+00
2.886000000e-01,3.017654530e-03,-3.616266506e+00
2.888000000e-01,3.017740942e-03,-4.072681637e+00
2.890000000e-01,3.017813392e-03,-4.436661107e+00
2.892000000e-01,3.017863912e-03,-4.699943851e+00
2.894000000e-01,3.017893667e-03,-4.856554270e+00
2.896000000e-01,3.017903198e-03,-4.902937854e+00
2.898000000e-01,3.017891761e-03,-4.838041857e+00
2.900000000e-01,3.017861061e-03,-4.663339193e+00
2.902000000e-01,3.017801939e-03,-4.382795001e+00
2.904000000e-01,3.017733070e-03,-4.002776657e+00
2.906000000e-01,3.017637033e-03,-3.531909249e+00
2.908000000e-01,3.017535387e-03,-2.980879827e+00
2.910000000e-01,3.017415578e-03,-2.362194834e+00
2.912000000e-01,3.017279559e-03,-1.689896261e+00
2.914000000e-01,3.017149755e-03,-9.792429402e-01
2.916000000e-01,3.017003213e-03,-2.463642214e-01
2.918000000e-01,3.016866962e-03,4.921061055e-01
2.920000000e-01,3.016725302e-03,1.219407341e+00
2.922000000e-01,3.016584107e-03,1.919032285e+00
2.924000000e-01,3.016458161e-03,2.575101892e+00
2.926000000e-01,3.016342180e-03,3.172725673e+00
2.928000000e-01,3.016243323e-03,3.698339651e+00
2.930000000e-01,3.016161637e-03,4.140014225e+00
2.932000000e-01,3.016096952e-03,4.487724923e+00
2.934000000e-01,3.016047516e-03,4.733579924e+00
2.936000000e-01,3.016015313e-03,4.871999179e+00
2.938000000e-01,3.016016165e-03,4.899841053e+00
2.940000000e-01,3.016031771e-03,4.816473634e+00
2.942000000e-01,3.016069382e-03,4.623789069e+00
2.944000000e-01,3.016123018e-03,4.326160628e+00
2.946000000e-01,3.016197808e-03,3.930343436e+00
2.948000000e-01,3.016291054e-03,3.445321163e+00
2.950000000e-01,3.016399690e-03,2.882102122e+00
2.952000000e-01,3.016525155e-03,2.253469420e+00
2.954000000e-01,3.016654309e-03,1.573690826e+00
2.956000000e-01,3.016791692e-03,8.581949407e-01
2.958000000e-01,3.016934731e-03,1.232210252e-01
2.960000000e-01,3.017074330e-03,-6.145495775e-01
2.962000000e-01,3.017217075e-03,-1.338372049e+00
2.964000000e-01,3.017348785e-03,-2.031818146e+00
2.966000000e-01,3.017474344e-03,-2.679149060e+00
2.968000000e-01,3.017590588e-03,-3.265672640e+00
2.970000000e-01,3.017690003e-03,-3.778076846e+00
2.972000000e-01,3.017766698e-03,-4.204731891e+00
2.974000000e-01,3.017835971e-03,-4.535954195e+00
2.976000000e-01,3.017881393e-03,-4.764226167e+00
2.978000000e-01,3.017900594e-03,-4.884366829e+00
2.980000000e-01,3.017904004e-03,-4.893649408e+00
2.982000000e-01,3.017881765e-03,-4.791863222e+00
2.984000000e-01,3.017839690e-03,-4.581318462e+00
2.986000000e-01,3.017781529e-03,-4.266793759e+00
2.988000000e-01,3.017704663e-03,-3.855427727e+00
2.990000000e-01,3.017604350e-03,-3.356556938e+00
2.992000000e-01,3.017494149e-03,-2.781504020e+00
2.994000000e-01,3.017369800e-03,-2.143320667e+00
2.996000000e-01,3.017240770e-03,-1.456491413e+00
2.998000000e-01,3.017100567e-03,-7.366048868e-01
3.000000000e-01,3.016958581e-03,-1.825957355e-13
3.002000000e-01,3.016818238e-03,7.366048868e-01
3.004000000e-01,3.016678206e-03,1.456491413e+00
3.006000000e-01,3.016541427e-03,2.143320667e+00
3.008000000e-01,3.016420952e-03,2.781504020e+00
3.010000000e-01,3.016311836e-03,3.356556938e+00
3.012000000e-01,3.016211616e-03,3.855427727e+00
3.014000000e-01,3.016132843e-03,4.266793759e+00
3.016000000e-01,3.016074682e-03,4.581318462e+00
3.018000000e-01,3.016034436e-03,4.791863222e+00
3.020000000e-01,3.016008850e-03,4.893649408e+00
3.022000000e-01,3.016012074e-03,4.884366829e+00
3.024000000e-01,3.016039674e-03,4.764226167e+00
3.026000000e-01,3.016083438e-03,4.535954195e+00
3.028000000e-01,3.016149224e-03,4.204731891e+00
3.030000000e-01,3.016227268e-03,3.778076846e+00
3.032000000e-01,3.016328248e-03,3.265672640e+00
3.034000000e-01,3.016439983e-03,2.679149060e+00
3.036000000e-01,3.016567168e-03,2.031818146e+00
3.038000000e-01,3.016693873e-03,1.338372049e+00
3.040000000e-01,3.016838617e-03,6.145495775e-01
3.042000000e-01,3.016974760e-03,-1.232210252e-01
3.044000000e-01,3.017126757e-03,-8.581949406e-01
